file,rank,name,research_fields,promotion_year,full_promotion_year,full_promotion_university,promotion_university,years_post_phd,years_post_phd_full,QUARTERLY JOURNAL OF ECONOMICS_count,AMERICAN ECONOMIC REVIEW_count,ECONOMETRICA_count,REVIEW OF ECONOMIC STUDIES_count,JOURNAL OF POLITICAL ECONOMY_count,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS_count,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS_count,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION_count,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY_count,THEORETICAL ECONOMICS_count,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS_count,QUANTITATIVE ECONOMICS_count,REVIEW OF ECONOMICS AND STATISTICS_count,ECONOMIC JOURNAL_count,INTERNATIONAL ECONOMIC REVIEW_count,JOURNAL OF ECONOMIC THEORY_count,JOURNAL OF LABOR ECONOMICS_count,JOURNAL OF MONETARY ECONOMICS_count,RAND JOURNAL OF ECONOMICS_count,JOURNAL OF INTERNATIONAL ECONOMICS_count,JOURNAL OF PUBLIC ECONOMICS_count,JOURNAL OF ECONOMETRICS_count,JOURNAL OF DEVELOPMENT ECONOMICS_count,QUARTERLY JOURNAL OF ECONOMICS_year,AMERICAN ECONOMIC REVIEW_year,ECONOMETRICA_year,REVIEW OF ECONOMIC STUDIES_year,JOURNAL OF POLITICAL ECONOMY_year,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS_year,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS_year,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION_year,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY_year,THEORETICAL ECONOMICS_year,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS_year,QUANTITATIVE ECONOMICS_year,REVIEW OF ECONOMICS AND STATISTICS_year,ECONOMIC JOURNAL_year,INTERNATIONAL ECONOMIC REVIEW_year,JOURNAL OF ECONOMIC THEORY_year,JOURNAL OF LABOR ECONOMICS_year,JOURNAL OF MONETARY ECONOMICS_year,RAND JOURNAL OF ECONOMICS_year,JOURNAL OF INTERNATIONAL ECONOMICS_year,JOURNAL OF PUBLIC ECONOMICS_year,JOURNAL OF ECONOMETRICS_year,JOURNAL OF DEVELOPMENT ECONOMICS_year
CUNY/associate/Lisa-George-CV-Short-2016_2.docx,associate,Lisa M. George,Industrial Organization; Political Economy; Economics of Media & Advertising; Information Economics,2010,,,"Hunter College and the Graduate Center, City University of New York",9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Brandeis/full/Kathryn_cv.docx,full,Kathryn Graddy,,2000,2006,University of Oxford,University of Oxford,7,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,2009,,2000,,,,,,,,,,,,,,,1995; 1997,,,,
CUNY/associate/KB-CV-2024-07-short.docx,associate,Karna Basu,,2017,,,"Hunter College, City University of New York",11,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,2011,,,,,,,,,,,,2014; 2015
CUNY/associate/Jessica-Van-Parys-CV.docx,associate,Jessica Van Parys,,2023,,,Hunter College,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
CUNY/associate/Nixvitae23revised.docx,associate,Joan Nix,,1995,,,"Queens College, City University of New York",6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
CUNY/full/CV timothyjgoodspeed.docx,full,Timothy J. Goodspeed,Political Economy,1994,2002,Hunter College of the City University of New York,Hunter College of the City University of New York,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,1989; 2000,,
CUNY/associate/cv2022_pratap.docx,associate,Sangeeta Pratap,Macroeconomics; International Economics; Econometrics,2006,,,City University of New York,8,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,2020,,,,,,,,,,,,,,,,2011,,,,,2004
CUNY/full/CVZadiaFelicianoJanuary2025.docx,full,Zadia M. Feliciano,International Trade; Labor Economics; Development Economics,2003,2019,"Queens College, City University of New York","Queens College, City University of New York",8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
CUNY/associate/McLaughlin-CV-2022-12.docx,associate,Kenneth J. McLaughlin,Labor Economics,2000,,,Hunter College and the Graduate Center of the City University of New York,13,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,,,,,1991,,,,,,,,,,,,1990; 1994; 2001,1994; 1995,,,,,
CUNY/associate/Nyman-CV-2017-02.docx,associate,Ingmar Nyman,Microeconomics; Corporate Finance,2008,,,"Hunter College, City University of New York",12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2005,,,,
CUNY/full/Deborah-Balk-CV-Dec2022.docx,full,Deborah L. Balk,,2006,2010,"Baruch College, City University of New York","Baruch College, City University of New York",15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
CUNY/full/Frank-Heiland-CV.docx,full,Frank W. Heiland,,2009,2022,Baruch College,Florida State University,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
CUNY/full/CV_DE_2025_Feb_acad.docx,full,Prabal K. De,Health Economics; Development Economics; Labor Economics,2016,2021,"City College of New York, City University of New York","City College of New York, City University of New York",8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
CUNY/full/Chow_cv.docx,full,Peter C.Y. Chow,,1981,1993,The City College and Graduate Center,Berry College,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,1988,,,,,,,,,,1987; 1989
CUNY/full/Devereux_November 2021.docx,full,John Devereux,International Finance; Economic History,1995,2001,Queens College,University of Miami,6,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,2008,,,,,,,,,,1994; 1996; 2019
CUNY/full/JoyceCV_4_17.docx,full,Theodore Joyce,,1990,1994,"Baruch College, City University of New York","Baruch College, City University of New York",5,9,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,1990,,2010,,,,,,1987; 2009,,,,,,,,,,
CUNY/full/Liuren_Wu_CV.docx,full,Liuren Wu,,2003,2009,Baruch College,Baruch College,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,,,,,,,,,,,,,,,,,2009,,,,2010; 2011,
CUNY/full/George-Vachadze-CV.docx,full,George Vachadze,,2016,2021,"College of Staten Island, City University of New York","College of Staten Island, City University of New York",17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2018,,,,,,,
CUNY/full/Rodriguez_Planas_CV_Oct_2025.docx,full,Núria Rodríguez-Planas,Labor Economics; Education Economics,2014,2019,"City University of New York, Queens College","City University of New York, Queens College",15,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,2016,,,,,2012,,,,,,,,,,2025,,,,2021; 2022,,
CUNY/full/Matthew-Nagler-CV.docx,full,Matthew G. Nagler,Behavioral Economics; Social Economics; Political Economy; Applied Microeconomics; Industrial Organization; Public Economics,2008,2016,City College of New York,City College of New York,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,1993,,
CUNY/full/Schwartz-CV.docx,full,Robert A. Schwartz,,1970,1977,New York University,New York University,4,11,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1981,,,1970; 1981,,,,,,,,1976,,,,,,,,,,
CUNY/full/Sebastiano-Manzan-CV-2023.docx,full,Sebastiano Manzan,,2015,,,Baruch College,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
CUNY/full/Lilia-Maliar-CV.docx,full,Lilia Maliar,Macroeconomics; Economic Theory,2005,2018,"The Graduate Center, City University of New York",University of Alicante,6,19,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,,,2017,,,,,,,,,2011; 2015; 2016; 2020,,,,,,2021,,,,,
CUNY/full/YehudaLKlein.docx,full,Yehuda L. Klein,,1994,2014,"Brooklyn College, City University of New York","Brooklyn College, City University of New York",9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,2001,,
CUNY/full/Roff-CV.docx,full,Jennifer Louise Roff,Labor Economics; Applied Microeconomics; Demography,2014,2022,"Queens College, City University of New York","Queens College, City University of New York",10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,2008,,,,,,,,
CUNY/full/cv-Haeringer.docx,full,Guillaume Haeringer,,2009,2022,Baruch College,Universitat Autònoma de Barcelona,9,22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,,2010,,,,,,,,,2019,,,,,2004; 2007; 2009; 2009; 2011; 2021,,,,,,,
CUNY/full/corak-cv-january-2019.docx,full,Miles Corak,,2007,2007,University of Ottawa,University of Ottawa,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,2009,,,,2001; 2011,,,,,,
CUNY/full/cv_linpeng.docx,full,Lin Peng,Climate and Sustainable Finance; Behavioral Finance,2008,2014,"Baruch College, City University of New York","Baruch College, City University of New York",6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
CUNY/full/belfield-cv.docx,full,Clive R. Belfield,,2008,,,"Queens College, City University of New York",11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
CUNY/full/cv-deb.docx,full,Partha Deb,,1998,2007,"Hunter College and the Graduate Center, City University of New York",Indiana University-Purdue University Indianapolis,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
CUNY/full/cv_ortega250709.docx,full,Francesc Ortega,,2010,2018,Queens College City University of New York,University Pompeu Fabra,6,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,,,,,,,,2015,,,,,,,,,,,,2014,2005,,2013
CUNY/full/white_cv.docx,full,Mark D. White,,2003,2010,College of Staten Island/City University of New York,College of Staten Island/City University of New York,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Claremont/associate/Joshua_CV2024-11-11.docx,associate,Joshua Tasoff,,2016,,,Claremont Graduate University,6,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2016,,,2023,,,,,,,,,,,,
CUNY/full/cv_penaranda.docx,full,Francisco Peñaranda,,2015,2023,"Queens College, City University of New York","Queens College, City University of New York",12,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,2015,,2011,,,,,,,2012,
Claremont/full/Capra-Shortvita-012024.docx,full,C. Mónica Capra,,2010,2015,Claremont Graduate University,Emory University,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
CUNY/full/merih-uctum-cv.docx,full,Merih Uctum,,,1996,"The Graduate Center and Brooklyn College, City University of New York",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Claremont/associate/DeAngelo_CV.docx,associate,Gregory J. DeAngelo,,2018,,,Claremont Graduate University,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2014,,,,,,,,,,,,,,
Colorado Boulder/associate/CV Yangwei Song.docx,associate,Yangwei Song,Information Economics; Game Theory; Behavioral Economics,2025,,,University of Colorado Boulder,8,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,2023,,,,,,,,,,,,,2018; 2019,,,,,,,
Colorado Boulder/associate/CV_2024_July_Nigai.docx,associate,Sergey Nigai,International Trade,2024,,,University of Colorado Boulder,12,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,,2019,,,,,,,2025,,,,,2016,2023,,,,,2015; 2017; 2023,,,
Colorado Boulder/associate/CV_Barham_2024.docx,associate,Tania Barham,,2014,,,University of Colorado Boulder,9,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,2012; 2013,,,,,,,,,,,,,,,,2011; 2013
Colorado Boulder/associate/CV_jaworski.docx,associate,Taylor Jaworski,,2021,,,"University of Colorado, Boulder",7,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2019,2022,2016; 2023,,,,,,,,
Colorado Boulder/associate/CV_Peri.docx,associate,Alessandro Peri,Macroeconomics; Computational Economics; Law and Economics; Environmental Economics; Corporate Finance,2025,,,University of Colorado Boulder,9,,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2025,2023,2020; 2025,,,,,,,,,
Colorado Boulder/associate/CV_Carballo.docx,associate,Jeronimo Carballo,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,,,,,,,,,,,,,,,,,,,,2008; 2015; 2018,,,2010; 2017
Claremont/full/Robert-Klitgaard-CV-July-2023.docx,full,Robert Klitgaard,,1977,1993,University of Natal,Harvard University,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Colorado Boulder/associate/McCloskey_CV-6f82972.docx,associate,Adam McCloskey,,2023,,,University of Colorado,12,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2024,,,,,,,,,,,2019,2025,,,,,,,,,2017; 2021,
Colorado Boulder/associate/Hughes CV November 2025.docx,associate,Jonathan Edward Hughes,,2017,,,University of Colorado Boulder,8,,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2009; 2017,,,,2015,,,,,,,,,,
Colorado Boulder/associate/cv_cadena.docx,associate,Brian C. Cadena,Labor Economics; Applied Econometrics; Public Economics,2016,,,University of Colorado Boulder,8,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,,,,,,,2016,,2015,,,,2013,,,,2021,,,2023,2022,,
Colorado Boulder/full/CV Carol H Shiue long Sept_2025.docx,full,Carol H. Shiue,,2005,2017,University of Colorado,University of Colorado,6,18,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2002; 2007,,,,,2021,,,,,,,,,,,,,,,2007,
Colorado Boulder/associate/east_cv.docx,associate,Chloe N. East,,2023,,,University of Colorado Denver,7,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,2023,,,,,,,,,,,,,,,2023,,,,2016; 2024,,
Colorado Boulder/full/Antman_CV.docx,full,Francisca M. Antman,Labor Economics; Development Economics; Public Economics; Economic History,2016,2023,University of Colorado Boulder,University of Colorado Boulder,9,16,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,,,,,,,,2023,,,,,2015; 2023,,,,,,,,,,2011; 2024
Colorado Boulder/full/WK CV April 2025.docx,full,Wolfgang Keller,International Trade; Development Economics; Economic History; Family Economics,2003,2008,University of Colorado-Boulder,University of Texas-Austin,8,13,0,3,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,4,0,1,2,,2002; 2007; 2013,,2022,2002,,2021,,,,,,2002; 2009,,,,,2020,,2015; 2021; 2023; 2024,,2007,1996; 2000
Colorado Boulder/full/cv_kaffine.docx,full,Daniel Thomas Kaffine,Resource Economics; Urban Economics,2013,2018,University of Colorado Boulder,Colorado School of Mines,6,11,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2014; 2018; 2021,,,,2009,,,,,,,,,,
Colorado Boulder/full/chen_cv_2021_0.docx,full,Yongmin Chen,Industrial Organization; Microeconomics,2001,2005,University of Colorado Boulder,University of Colorado Boulder,9,13,0,0,0,0,0,0,0,1,0,0,1,0,1,3,4,0,0,0,10,2,1,0,1,,,,,,,,2009,,,2011,,2011,2007; 2011; 2017,1996; 2012; 2013; 2018,,,,1996; 1997; 1999; 2001; 2007; 2008; 2010; 2015; 2018; 2021,2004; 2021,2018,,2005
Colorado Boulder/full/carlos_cv.docx,full,Carlos Brunet Martins-Filho,,,,"University of Colorado, Boulder",Oregon State University,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,1994,,,,,,,1993; 1999; 2007; 2008,
Colorado Boulder/full/Xiaodong_Liu_CV.docx,full,Xiaodong Liu,Econometrics; Applied Microeconomics,2015,2021,University of Colorado Boulder,University of Colorado Boulder,8,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,,,,,,,,,,,,,2019; 2022,,,,,,2025,,,2010; 2010; 2016; 2018,
Colorado Boulder/full/cv_savage.docx,full,Scott J. Savage,,2009,2017,"University of Colorado, Boulder","University of Colorado, Boulder",9,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2000; 2011,,,,,,,,,,
Colorado Boulder/full/iyiguncv.docx,full,Murat Iyigun,Development Economics; Political Economy; Economics of the Family; Economic History,2005,2010,University of Colorado,University of Colorado,10,15,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,2008,2009,,2007,,,,,,,,,,2004; 2017,1999,,,,,2004,,,2000; 2007
Colorado Boulder/full/miles kimball CV 2021 03 06.docx,full,Miles Kimball,,1993,1999,University of Michigan,University of Michigan,6,12,1,7,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1997,1988; 1994; 2006; 2007; 2012; 2014; 2014,1990; 1993; 1996,,1989,,,,,,,,,,2000,,,1987,,,,,
Colorado Boulder/full/zax_cv.docx,full,Jeffrey S. Zax,,1989,1996,University of Colorado at Boulder,City University of New York,5,12,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,,1989,,,,,,,,,,,2002,1991,,,1991; 1996,,,,1988,,
Emory/associate/CV Sep 2024.docx,associate,Sue H. Mialon,Law and Economics; Industrial Organization; Applied Microeconomics,2015,,,Emory University,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,2013,,,,,,,,,,2008; 2012,,
Emory/associate/CV_Karbownik_August_2025.docx,associate,Krzysztof Karbownik,,2024,,,Emory University,11,,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,,2014; 2024,,,,,2019,,2023,,,,,2021; 2023,,,2019; 2020,,,,,,
Emory/associate/CV_Florian_Gunsilius.docx,associate,Florian Gunsilius,,2024,,,Emory University,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,2023,,,,,,,,,,,,,,,,,,,2023,
Emory/associate/CV_Fang.docx,associate,Zheng Fang,Econometrics,2023,,,Emory University,8,,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,2021; 2023,2019,,,,,,,,2019,,,,,,,,,,2019,
Emory/associate/CV.docx,associate,Maria Arbatskaya,Industrial Organization; Game Theory,,,,Emory University,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2007,,,,
Emory/associate/MatthewGrennan_CV_Aug 2025.docx,associate,Matthew Grennan,Industrial Organization; Political Economy,2021,,,"University of California, Berkeley",11,,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2013; 2020,,2025,2020,,,,,,,,,,,,,,2021,,,,
Emory/associate/cv-2.docx,associate,Pedro H. C. Sant’Anna,Econometrics; Applied Microeconomics,2023,,,Emory University,8,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,2023,,,,,,,,,,,,,,,,,,,2019; 2020; 2021; 2023,
Emory/associate/OConnell_CV.docx,associate,Stephen D. O’Connell,,2022,,,Emory University,6,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,,2016,,,2024,,,,,,,,2020,,,,,,,,,,2014; 2018; 2021; 2022
Emory/associate/mccarthy_cv.docx,associate,Ian McCarthy,,2020,,,Emory University,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Emory/associate/LindCV.docx,associate,Nelson Lind,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2023,,,,,,,,,,,,,,,,,,,,,
Emory/full/CV_KaijiChen.docx,full,Kaiji Chen,,2016,2024,Emory University,Emory University,11,19,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,2006; 2018,,,,2017,,,,,,,,,,,,2009; 2013,,,,,
Emory/full/CV_Maasoumi August 2024.docx,full,Esfandiar Maasoumi,Econometrics; Information Theory,1982,1986,Indiana University,Indiana University Bloomington,5,9,0,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,,1988,1978; 1986,2005; 2008,1989; 2019,,,,,,,,2001,,,,,,,,,1979; 1980; 1982; 1986; 1988; 1989; 1990; 1990; 1990; 1991; 1991; 1992; 1999; 2001; 2002; 2003; 2007; 2007; 2009; 2012; 2015; 2016; 2016; 2020,
Emory/full/CV_Sep2024.docx,full,Kyungmin (Teddy) Kim,,2016,2024,Emory University,University of Miami,7,15,0,0,2,1,1,0,0,0,0,1,1,0,0,0,2,1,0,0,2,0,0,0,0,,,2015; 2018,2018,2023,,,,,2009,2014,,,,2019; 2024,2017,,,2012; 2017,,,,
Emory/full/ResumeSept23.docx,full,Stefan Hoderlein,,2008,2017,Boston College,Brown University,6,15,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13,0,,,2006; 2007,2017,,,,,,,,2019,2014,,,,,,,,,2008; 2009; 2010; 2011; 2012; 2015; 2015; 2016; 2016; 2017; 2018; 2021; 2022,
Emory/full/Rubio-Ramirez-CV.docx,full,Juan F. Rubio-Ramírez,,2006,2010,Duke University,Duke University,5,9,0,4,2,3,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,1,0,4,0,,2007; 2011; 2015; 2018,2006; 2018,2007; 2010; 2018,,2023,,,,,,2016; 2017,,,,,,2005; 2011; 2012; 2019; 2021,,2015,,2004; 2015; 2021; 2023,
Emory/full/cv.docx,full,Elena Pesavento,,2007,2024,Emory University,Emory University,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,2004; 2021; 2024,
Emory/full/alexisakira_toda_CV.docx,full,Alexis Akira Toda,Macro-finance Mathematical Economics,2019,2024,Emory University,University of California San Diego,6,11,0,0,1,0,2,0,0,0,0,1,0,2,0,0,0,5,0,1,0,0,0,1,0,,,2022,,2015; 2025,,,,,2023,,2017; 2023,,,,2014; 2019; 2020; 2021; 2022,,2019,,,,2024,
Emory/full/engCV2.docx,full,David Jacho-Chávez,,2013,2020,Emory University,Emory University,7,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,2016,,,,,,,,,,2010; 2012; 2014,
Emory/full/vita.docx,full,Hugo M. Mialon,,2010,2020,Emory University,Emory University,6,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,,2004,,,,,,,,,2013,,,,,,,,2005,,2008; 2012,,
Emory/full/CV_YUE2024.docx,full,Vivian Zhanwei Yue,,,2020,Emory University,,,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2012,2018,,,,,,,,,,,,,,,,,,2006; 2010; 2022; 2024,,2008,
Emory/full/google_vitae.docx,full,In-Koo Cho,,1992,1996,Brown University,University of Chicago,6,10,1,1,1,5,0,0,0,0,0,1,0,0,0,0,1,6,0,0,1,0,0,0,0,1987,2017,1987,1990; 1994; 2002; 2005; 2015,,,,,,2010,,,,,2018,1990; 1995; 2001; 2006; 2013; 2017,,,2003,,,,
Emory/full/web_cv_markowitz_7_25.docx,full,Sara J. Markowitz,Health Economics; Labor Economics; Econometrics,2005,2016,Emory University,Rutgers University,7,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2010,,,,,,,,,,,,,,
Emory/full/vitae_zha.docx,full,Tao Zha,,,2009,Emory University,,,17,0,4,2,1,1,0,0,0,0,0,0,2,1,1,3,2,0,4,0,0,0,5,0,,2006; 2006; 2010; 2018,1999; 2013,2010,2009,,,,,,,2011; 2016,1999,2009,1998; 2020; 2024,2009; 2022,,1997; 2003; 2016; 2022,,,,1999; 2003; 2008; 2012; 2016,
Florida/full/Roger_CV_March_2024.docx,full,Roger D. Blair,,1974,1978,University of Florida,University of Florida,6,10,1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1988,1978; 1987,,,,,,,,,,,1974; 1975; 1986,,1977,,,,,,,1975,
Florida/full/RomanoVitaeFeb2025.docx,full,Richard E. Romano,Microeconomics; Public Economics; Game Theory; Industrial Organization,1989,1995,University of Florida,University of Florida,7,13,2,3,1,1,1,0,0,0,0,0,1,0,0,1,3,1,0,0,3,0,11,0,0,1988; 1989,1991; 1998; 2002,2006,2012,1996,,,,,,2018,,,2006,1991; 2003; 2008,2005,,,1994; 1998; 2019,,1990; 1996; 2001; 2002; 2004; 2007; 2012; 2014; 2015; 2017; 2023,,
Florida/full/Rush-CV-2024.docx,full,Mark Rush,,1986,1991,University of Florida,University of Florida,4,9,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,6,0,0,0,0,0,,,,,1991,,,,,,,,2020,1988,,,2013,1980; 1984; 1985; 1990; 1996; 1996,,,,,
