file,name,promotion_year,promotion_university,years_post_phd,promotion_evidence,phd_evidence,QUARTERLY JOURNAL OF ECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,REVIEW OF ECONOMIC STUDIES,JOURNAL OF POLITICAL ECONOMY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,THEORETICAL ECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,QUANTITATIVE ECONOMICS,REVIEW OF ECONOMICS AND STATISTICS,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF ECONOMIC THEORY,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,RAND JOURNAL OF ECONOMICS,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF DEVELOPMENT ECONOMICS
CUNY/full/CV_DE_2025_Feb_acad.docx,Prabal K. De,2016,"City College of New York, CUNY",8,"City College of New York, CUNY, Associate Professor of Economics (with tenure), 2016-2021",Ph.D. (Economics) New York University (2008),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/Chow_cv.docx,Peter C.Y. Chow,1981,Berry College,,"1981-1983; Associate Professor of Economics, Berry College. 1976-1981; Assistant Professor of Economics, Berry College.","Ph.D. Southern Illinois University, Economics.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
CUNY/full/Deborah-Balk-CV-Dec2022.docx,Deborah L. Balk,2006,"Baruch College, City University of New York",,"Professor, School of Public Affairs, Baruch College, City University of New York, 2010–present. (Associate Professor, October Fall 2006–2009)","PhD, University of California, Berkeley, Demography	1987 – 1991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/George-Vachadze-CV.docx,George Vachadze,2016,"College of Staten Island, City University of New York",17,"09/16 – 08/21	Associate Professor with tenure, Department of Economics, Lucille and Jay Chazanoff School of Business, CSI, CUNY, Staten Island, NY.","06/95 – 08/99	Ph.D. in Economics, CERGE, Prague, Czech Republic.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUNY/full/Devereux_November 2021.docx,John Devereux,1995,University of Miami,6,"1988-1994,	Assistant Professor of Economics, University of Miami 1995-1998,	Associate Professor of Economics, University of Miami","1989	Ph.D., University of Chicago 1980	B.A., Trinity College Dublin",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
CUNY/full/Frank-Heiland-CV.docx,Frank W. Heiland,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/JoyceCV_4_17.docx,Theodore Joyce,1990,"Baruch College, City University of New York",5,"1990 - 1991	Associate Professor (with tenure), Baruch College,","Ph.D. in Economics, City University of New York Graduate Center, 1985 Fields of concentration: Labor and Health",0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CUNY/full/Liuren_Wu_CV.docx,Liuren Wu,2003,Baruch College,9,"2003 - 2008	Associate Professor , Baruch College 1998 - 2003	Assistant Professor , Fordham University","1994	Ph.D., Chem./Physics, Chinese Academy of Science",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
CUNY/full/Linda_cv.docx,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/Lilia-Maliar-CV.docx,Lilia Maliar,2007,University of Alicante,8,"Associate Professor (2007-2013), Professor “Ramón y Cajal” (2003-2007), Assistant Professor (1999-2003), University of Alicante, Spain","Ph.D. in Economics, University Pompeu Fabra, Spain, 1999",0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0
CUNY/full/Matthew-Nagler-CV.docx,Michael Nagler,2008,City College of New York,,"Associate Professor, City College of New York, 2008 - 2015",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUNY/full/Roff-CV.docx,,2014,"Queens College, City University of New York",10,"Queens College, City University of New York, New York, NY, 2014 to 2022. Associate Professor.","The Johns Hopkins University, Baltimore, MD, Ph.D. Economics, Spring 2004. Dissertation: “A Stackelberg Model of Child Support and Welfare” under the supervision of Dr. Robert Moffitt and Dr. Matthew Shum.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUNY/full/Sebastiano-Manzan-CV-2023.docx,Sebastiano Manzan,2015,Baruch College,,"July 2015, Associate Professor of Economics, Baruch College (United States)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/Rodriguez_Planas_CV_Oct_2025.docx,Núria Rodríguez-Planas,2014,"City University of New York (CUNY), Queens College",15,"2014-2019	Associate Professor, City University of New York (CUNY), Queens College,
Department of Economics, New York.","1993-1999	Ph.D., Economics, Boston University, USA",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
CUNY/full/Schwartz-CV.docx,Robert A Schwartz,1970,New York University,4,"1970 - 1977	Aззоciate Prоfeззоr, New Yоrk Univerзity 1965 - 1970	Aззiзtant Prоfeззоr, New Yоrk Univerзity","1966	Ph.D., Ecоnоmicз, Cоlumbia Univerзity",0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUNY/full/YehudaLKlein.docx,Yehuda L. Klein,1994,"Brooklyn College, City University of New York",9,"1994 – 2014,	Associate Professor of Economics, Brooklyn College, CUNY 1989 – 1994,	Assistant Professor of Economics, Brooklyn College, CUNY","University of California, Berkeley,	Ph.D., 1985, Economics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUNY/full/belfield-cv.docx,Clive R. Belfield,2004,"Queens College, City University of New York",,"Past Employment:
Assistant Professor, Economics Department (9/2004–8/2008), Queens College, City University of New York",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/christos_cv.docx,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/corak-cv-january-2019.docx,Miles Corak,,,,,"Ph.D. Economics, Queen’s University, Kingston, 1996",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0
CUNY/full/cv-Haeringer.docx,Guillaume Haeringer,2009,Universitat Autònoma de Barcelona,9,"2009 – 2013, Associate Professor (tenured), Universitat Aut`onoma de Barcelona. 2007 – 2009. Assistant Professor, Universitat Aut`onoma de Barcelona.","Ph.D. in Economics, Universit´e Louis Pasteur (Strasbourg, France), 2000; DEA Analyse E´conomique, Universit´e Louis Pasteur, 1995",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0
CUNY/full/cv-deb.docx,Partha Deb,1998,Indiana University-Purdue University Indianapolis (IUPUI),7,"  Associate Professor, Department of Economics, Indiana University-Purdue University Indianapolis (IUPUI), 1998
- 2002","  Ph.D., Economics, Rutgers University, New Brunswick, 1991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/cv_penaranda.docx,Francisco Peñaranda,2015,"Queens College, City University of New York",12,"2015-2023:	Associate Professor, Department of Economics, Queens College.","1999-2003: Ph.D. in Economics,
Complutense University and Center for Monetary and Financial Studies (CEMFI).",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
CUNY/full/cv_linpeng.docx,Lin Peng,2008,"Zicklin School of Business, Baruch College, City University of New York",6,"2002–Present	Zicklin School of Business, Baruch College, City University of New York Krell Chair Professor in Finance (2015-present)
Finance PhD Program Coordinator (2013–present)
Professor (2014); Associate Professor (2008–2014); Assistant Professor (2002–2007)","2002	Ph.D. in Finance, Duke University, Fuqua School of Business Dissertation: “Information and Asset Prices”",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/cv_ortega250709.docx,Francesc Ortega,2012,"Queens College, City University of New York",8,"2012 Sept. – 2018 May Dina Axelrad Perry Associate professor in Economics, Queens College CUNY 2010 Aug. – 2012 Aug. Assistant professor, Economics Department, Queens College CUNY","Ph.D., Economics, New York University, September 2004",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
CUNY/full/hovakimian.docx,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/kai-fai-ma_cv.docx,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/merih-uctum-cv.docx,Merih Uctum,1996,"The Graduate Center and Brooklyn College, City University of New York",,"1996-present	Professor of Economics, The Graduate Center and Brooklyn College, CUNY","PhD	Economics, Queen's University, Kingston, Ontario, Canada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/remler_cv.docx,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/white_cv.docx,Mark D. White,2006,College of Staten Island/City University of New York,9,Associate professor	2006-2009,"Ph.D. in Economics, Department of Economics, University of Cincinnati, June 1997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claremont/associate/DeAngelo_CV.docx,Gregory J. DeAngelo,2018,Claremont Graduate University,,"Associate Professor of Economics, Department of Economic Science, 2018 – present Director, Computational Justice Lab, 2018 - present",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claremont/associate/Joshua_CV2024-11-11.docx,Joshua Tasoff,2016,Claremont Graduate University,6,"Associate Professor (with tenure), Claremont Graduate University, July 2016 – Present Assistant Professor, Claremont Graduate University, July 2010 – July 2016","Ph.D.	University of California, Berkeley, Economics, June 2010",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Claremont/full/Capra-Shortvita-012024.docx,C. Mónica Capra,2010,Emory University,11,"(2010 – 2013)	Associate Professor, Department of Economics, Emory University Affiliate Faculty: Center for Neuropolicy","(1999)	PhD in Economics, University of Virginia, Charlottesville",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado Boulder/associate/CV Yangwei Song.docx,Yangwei Song,2025,University of Colorado Boulder,8,"Associate Professor, Department of Economics, University of Colorado Boulder, 2025-","Ph.D. Economics, University of Rochester, 2017",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Claremont/full/Robert-Klitgaard-CV-July-2023.docx,Robert Klitgaard,,,,,"M.P.P., Kennedy School of Government, Harvard University. Ph.D. (public policy), Harvard University.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado Boulder/associate/CV_2024_July_Nigai.docx,Sergey Nigai,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0
Colorado Boulder/associate/CV_Barham_2024.docx,Tania Barham,2014,University of Colorado Boulder,9,"2014–	Associate Professor of Economics and Faculty at the Institute of Behavioral Science, University of ColoradoBoulder.","2005	Ph.D., Agriculture and Resource Economics, University of California at Berkeley",0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Colorado Boulder/associate/CV_Peri.docx,Alessandro Peri,2025,University of Colorado Boulder,,"Associate Professor, Department of Economics	Aug 25 - Present University of Colorado Boulder",,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0
Colorado Boulder/associate/CV_Carballo.docx,Jeronimo Carballo,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
Colorado Boulder/associate/CV_jaworski.docx,Taylor Jaworski,2021,"University of Colorado, Boulder",,"University of Colorado, Boulder, Department of Economics Associate Professor (2021-present), Assistant Professor (2017-21)","University of Arizona, PhD in economics (200y-14)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
Colorado Boulder/associate/McCloskey_CV-6f82972.docx,Adam McCloskey,2023,University of Colorado,12,"Associate Professor of Economics, University of Colorado, May 2023 – present Associate Chair of Graduate Studies, August 2025 – present","Ph.D., Economics, Boston University, 2011",1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0
Colorado Boulder/associate/cv_cadena.docx,Brian C. Cadena,2016,University of Colorado Boulder,8,"Associate Professor, Department of Economics, University of Colorado Boulder (2016-)","Ph.D., Economics, University of Michigan (2008)",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Colorado Boulder/associate/Hughes CV November 2025.docx,Jonathan Edward Hughes,2017,University of Colorado Boulder,8,"2017-present, Associate Professor of Economics (with tenure), University of Colorado Boulder 2016-present, Fellow, Renewable and Sustainable Energy Institute, University of Colorado Boulder","Ph.D.	University of California, Davis, Institute of Transportation Studies, 2009",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Colorado Boulder/associate/east_cv.docx,Chloe N. East,2023,University of Colorado Denver,7,"Associate Professor of Economics, August 2023 – August 2025 Assistant Professor of Economics, August 2016 – July 2023","Ph.D. Economics, University of California, Davis, June 2016",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
Colorado Boulder/full/WK CV April 2025.docx,Wolfgang Keller,2003,University of Texas-Austin,8,"2003 – 2005	University of Texas-Austin, Associate Professor (with tenure)","1995	Ph.D., Economics, Yale University",0,3,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,4,0,1,2
Colorado Boulder/full/Xiaodong_Liu_CV.docx,Xiaodong Liu,2015,University of Colorado Boulder,8,"Associate Professor, Department of Economics, University of Colorado Boulder, 2015-2021 Assistant Professor, Department of Economics, University of Colorado Boulder, 2007-2015","Ph.D. in Economics, The Ohio State University, 2007",0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,6,0
Colorado Boulder/full/CV Carol H Shiue long Sept_2025.docx,Carol H. Shiue,2005,University of Colorado,6,"2005-2017	Associate Professor of Economics with tenure, University of Colorado","Ph.D., Economics, Yale University, 1999.",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Colorado Boulder/full/Antman_CV.docx,FRANCISCA M. ANTMAN,2016,University of Colorado Boulder,9,"2016-23 Associate Professor, Department of Economics, University of Colorado Boulder* 2007-16 Assistant Professor, Department of Economics, University of Colorado Boulder","2007	Ph.D., Economics, Stanford University",0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Colorado Boulder/full/carlos_cv.docx,Carlos Brunet Martins-Filho,,,,,"Degrees: Ph.D., University of Tennessee, USA, 1992; B.S., Universidade Federal do Cear´a, Brazil, 1988.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
Colorado Boulder/full/chen_cv_2021_0.docx,Yongmin Chen,,,,,"1988-1992	Ph.D. in Economics, Boston University.",0,0,0,0,0,0,0,1,0,0,2,0,1,3,4,0,0,0,8,3,1,0,1
Colorado Boulder/full/cv_kaffine.docx,Daniel Thomas Kaffine,,,,,"Ph.D. Environmental Science and Management, University of California, Santa Barbara, 2007",0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Colorado Boulder/full/cv_savage.docx,Scott J. Savage,2009,"University of Colorado, Boulder",9,"Associate Professor of Economics, University of Colorado, Boulder, August 2009-July 2017.","Ph.D., Economics, Curtin University of Technology, Western Australia, 2000.",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Colorado Boulder/full/iyiguncv.docx,Murat Iyigun,2005,University of Colorado,10,"Associate Professor (with tenure), University of Colorado, August 2005 – May 2010.","Ph.D., Economics, May 1995, Brown University, Providence, RI.",1,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2
Emory/associate/CV Sep 2024.docx,Sue H. Mialon,2015,Emory University,,"Emory University, Department of Economics, Associate Professor, 2015 ~ Emory University, Department of Economics, Assistant Professor, 2008 ~2015",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
Colorado Boulder/full/miles kimball CV 2021 03 06.docx,Miles Kimball,1993,University of Michigan,6,"Associate Professor, 1993–1999, Department of Economics, University of Michigan",Ph.D 1987 Harvard University (Economics).  Dissertation: Essays on Intertemporal Household Choice. (Recipient of the Wells Prize for the best Harvard dissertation in Economics in 1987.),1,9,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Colorado Boulder/full/zax_cv.docx,Jeffrey S. Zax,1989,City University of New York,5,"Department of Economics, The Graduate School and University Center, City University of New York:
Associate Professor, September 1989 through August 1991 Assistant Professor, March 1985 through August 1989","Ph.D. June, 1984 in Economics, Harvard University",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0
Emory/associate/CV.docx,Maria Arbatskaya,,,,,"Ph.D. in Economics, May 1999, Indiana University, Bloomington",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Emory/associate/CV_Fang.docx,Zheng Fang,2023,Emory University,8,"January 27 2023 - Present, Associate Professor, Emory University","Ph.D. in Economics, University of California, San Diego, August 2010 - June 2015 Committee: Andres Santos (Chair), Brendan K. Beare, Graham Elliott",0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Emory/associate/CV_Florian_Gunsilius.docx,Florian Gunsilius,2024,Emory University,5,"Associate Professor, Department of Economics, Emory University, 2024 – present Assistant Professor, Department of Economics, University of Michigan, 2020 – 2024 Visiting Assistant Professor, Department of Economics, Princeton University, 2023 – 2024 Visiting Postdoctoral Associate, Department of Economics, MIT, 2019 – 2020","PhD, Economics, Brown University, 2013 – 2019 MA, Economics, Brown University, 2014",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Emory/associate/LindCV.docx,Nelson Lind,,,,,"Ph.d. Economics, UC San Diego, June 2017",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emory/associate/CV_Karbownik_August_2025.docx,Krzysztof Karbownik,2024,Emory University,,"2024 – now Associate Professor, Department of Economics, Emory University 2019 – now National Bureau of Economic Research (Faculty Research Fellow) 2019 – now  CESifo (Fellow)",,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0
Emory/associate/MatthewGrennan_CV_Aug 2025.docx,Matthew Grennan,2021,"University of California, Berkeley, Haas School",11,"University of California, Berkeley, Haas School	(on leave AY24-25) Associate Professor of Economic Analysis & Policy (w/ tenure)	July 2021 – June 2025 Associate Professor of Entrepreneurship & Innovation	July 2021 – June 2025 Robinson Chancellor’s Chair	July 2022 – Dec 2024","Ph.D., Strategy/Economics, New York University, Stern School of Business, September 2010",0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Emory/associate/OConnell_CV.docx,Stephen D. O’Connell,2022,Emory University,6,Associate Professor	Sep 2022 - Present,Doctor of Philosophy (Ph.D.) in Economics	Jun 2016,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
Emory/associate/mccarthy_cv.docx,Ian McCarthy,2020,Emory University,12,"Associate Professor, Department of Economics	2020 – Present",Ph.D. in Economics	May 2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emory/associate/cv-2.docx,Pedro H. C. Sant’Anna,2023,Emory University,8,"Associate Professor of Economics, Emory University	September 2023 – Present","Ph.D. in Economics, Universidad Carlos III de Madrid	August 2009 - June 2015",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Emory/full/CV_KaijiChen.docx,Kaiji Chen,2016,Emory University,11,"Associate Professor at Department of Economics, Emory University, September 2016 to August 2024","Ph.D., Economics, University of Southern California, May 2005 Dissertation: Essays on Social Security",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Emory/full/CV_YUE2024.docx,Vivian Zhanwei Yue,2022,Emory University,,"Samuel Candler Dobbs Professor of Economics, Emory University	2022-present",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0
Emory/full/CV_Sep2024.docx,Kyungmin (Teddy) Kim,2016,University of Miami,7,"Associate Professor of Economics, University of Miami July 2016 – May 2019","Ph. D. in Economics, University of Pennsylvania, U.S., May 2009 Advisors: George Mailath, Andrew Postlewaite",0,0,2,1,1,0,0,0,0,1,1,0,0,0,2,1,0,0,2,0,0,0,0
Emory/full/CV_Maasoumi August 2024.docx,Esfandiar (Essie) Maasoumi,1982,Indiana University,5,"1982 – 1985
Associate Professor, Department of Economics, Indiana University Bloomington, IN","Ph.D., Econometrics, The London School of Economics (1977) M.Sc., Statistics, The London School of Economics (1973)",0,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0
Emory/full/ResumeSept23.docx,Stefan Hoderlein,2008,Brown University,6,"Sept. 2008 – June 2010	Brown University, Associate Professor",Oct. 1997 – May 2002	Bonn University and LSE. Final degree: PhD,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,0
Emory/full/Rubio-Ramirez-CV.docx,Juan F. Rubio-Ramírez,2006,Duke University,5,"Associate Professor, Duke University, 2006-2010.","Ph.D. Economics, University of Minnesota, December 2001.",0,4,3,5,0,2,0,0,0,0,0,2,0,0,0,0,0,5,0,1,0,4,0
Emory/full/alexisakira_toda_CV.docx,Alexis Akira Toda,2019,University of California San Diego,6,"2019-2024	Associate Professor, Department of Economics, University of California San Diego","2013	Ph.D., Department of Economics, Yale University, Advisors: John Geanakoplos (Chair), Truman Bewley, Tony Smith",0,0,1,0,2,0,0,0,0,1,0,2,0,0,0,5,0,1,0,0,0,1,0
