file,name,promotion_year,promotion_university,years_post_phd,QUARTERLY JOURNAL OF ECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,REVIEW OF ECONOMIC STUDIES,JOURNAL OF POLITICAL ECONOMY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,THEORETICAL ECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,QUANTITATIVE ECONOMICS,REVIEW OF ECONOMICS AND STATISTICS,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF ECONOMIC THEORY,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,RAND JOURNAL OF ECONOMICS,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF DEVELOPMENT ECONOMICS
UC SantaBarbara/associate/CV_alisa.docx,Alisa Tazhitdinova,2025,"University of California, Santa Barbara",9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
UC SantaBarbara/associate/GonzaloVazquez-Bare_cv.docx,Gonzalo Vazquez-Bare,2025,"University of California, Santa Barbara",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
UC SantaBarbara/associate/Martin_CV.pdf.docx,Daniel Martin,2018,"Kellogg School of Management, Northwestern University",5,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
UC SantaBarbara/associate/cv_Millner.docx,Antony Millner,2021,"University of California, Santa Barbara",11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0
UC SantaBarbara/associate/MaxFarrell_CV.docx,Max H. Farrell,2018,University of Chicago Booth School of Business,4,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0
UC SantaBarbara/associate/benzarti_cv.docx,Youssef Benzarti,2022,"University of California, Santa Barbara",6,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
UC SantaBarbara/full/CVTedB21.docx,Ted Bergstrom,,,,0,5,2,2,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,4,0,0
UC SantaBarbara/full/CV_Hoffman.docx,Mitchell Hoffman,2020,University of Toronto,8,3,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
UC SantaBarbara/full/CV_Bedard.docx,Kelly Bedard,2005,"University of California, Santa Barbara",9,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UC SantaBarbara/full/CV_qin.docx,Cheng-Zhong Qin,1996,"University of California, Santa Barbara",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
UC SantaBarbara/full/cv2024_Esponda.docx,Ignacio Esponda,2017,University of California at Santa Barbara,11,1,2,1,0,0,0,0,0,0,2,2,1,0,0,1,3,0,0,1,0,0,0,0
UC SantaBarbara/full/cv_november_2024_lundberg.docx,Shelly J. Lundberg,1989,University of Washington,8,1,2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,1,0,0
UC SantaBarbara/full/cv_royer.docx,Heather N. Royer,2015,University of California-Santa Barbara,11,0,2,0,1,0,0,4,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0
UC SantaBarbara/full/deschenes_current_cv.docx,Olivier Deschenes,2007,"University of California, Santa Barbara",6,0,5,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1
UC SantaBarbara/full/garratt_vita_july_2025-3.docx,Rodney J. Garratt,1997,"University of California, Santa Barbara",6,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0
UC SantaBarbara/full/vita_Kuhn.docx,Peter J. Kuhn,1988,University of Western Ontario,5,2,6,0,0,1,0,0,0,0,0,0,0,0,2,1,0,10,0,0,2,1,0,2
UC SantaBarbara/full/vita_startz.docx,Richard Startz,1991,University of Washington,13,2,3,1,1,0,0,0,0,0,0,0,0,3,0,1,0,1,4,0,0,1,4,0
UC SantaBarbara/full/rupert-cv.docx,Peter Rupert,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,7,0,0,2,0,0
UC SantaCruz/associate/CV Natalia.docx,Natalia Lazzati,2019,"University of California, Santa Cruz",8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
UC SantaCruz/associate/CV_Gerelt.docx,Gerelt Tserenjigmid,2025,"University of California, Santa Cruz",9,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
UC SantaCruz/associate/George_Bulman_CV.docx,George Bright Bulman,2020,"University of California, Santa Cruz",7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
UC SantaCruz/associate/CV_Gu.docx,Weishi Grace Gu,2020,"University of California, Santa Cruz",7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0
UC SantaCruz/associate/Jeremy_West_CV.docx,Jeremy West,2024,"University of California, Santa Cruz",10,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UC SantaCruz/associate/Li-cv.docx,Jessie Li,2024,"University of California, Santa Cruz",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
UC SantaCruz/associate/Vitae_Christensen.docx,Peter Christensen,2022,"University of Illinois, Urbana-Champaign",7,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0
UC SantaCruz/associate/Villacorta_CV.docx,Alonso Villacorta,2025,"University of California, Santa Cruz",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UC SantaCruz/associate/cv_vargas.docx,Kristian López Vargas,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UC SantaCruz/associate/hikaru_saijo_cv.docx,Hikaru Saijo,2021,"University of California, Santa Cruz",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
UC SantaCruz/associate/cv_shenoy.docx,Ajay Shenoy,2021,"University of California, Santa Cruz",7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4
UC SantaCruz/associate/hu_resume.docx,Chenyue Hu,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UC SantaCruz/full/CV_Spearot.docx,Alan C. Spearot,2014,"University of California, Santa Cruz",7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,2
UC SantaCruz/full/CV_robinson.docx,Jonathan Robinson,2014,"University of California, Santa Cruz",7,0,5,0,0,0,0,5,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,6
UC SantaCruz/full/Dobkin_CV.docx,Carlos Dobkin,2010,"University of California, Santa Cruz",7,1,3,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0
UC SantaCruz/full/cv_marion.docx,Justin G. Marion,2011,"University of California, Santa Cruz",6,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0
UC SantaCruz/full/HaleCV2p.docx,Galina Borisova Hale,2020,"University of California, Santa Cruz",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
UC SantaCruz/full/cv_michaillat.docx,Pascal Michaillat,2019,Brown University,9,1,1,0,1,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
UC SantaCruz/full/kletzer_vitae_01-15.docx,Kenneth M. Kletzer,1988,Yale University,6,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,3
UC SantaCruz/full/laura_giuliano_cv_short__jan2022.docx,Laura Giuliano,2012,University of Miami,9,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
UIUC/associate/AdamOsman_CV.docx,Adam Osman,2023,University of Illinois at Urbana-Champaign,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
UIUC/associate/CV-Borgschulte.docx,Mark Borgschulte,2024,University of Illinois at Urbana-Champaign,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UIUC/associate/Akresh_CV_20Dec2025.docx,Richard Akresh,2013,University of Illinois at Urbana-Champaign,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
UIUC/associate/CV_howard.docx,Greg Howard,2017,University of Illinois at Urbana-Champaign,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
UIUC/associate/CV_euiyi.docx,EunYi Chung,2023,University of Illinois at Urbana-Champaign,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
UIUC/associate/RussellWeinstein_CV.docx,Russell M. Weinstein,2023,University of Illinois at Urbana-Champaign,9,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
UIUC/associate/Parente CV.docx,Stephen L. Parente,2001,University of Illinois Urbana-Champaign,11,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0
UIUC/full/AbbreviatedVita_2024-08-07.docx,George Deltas,2003,University of Illinois at Urbana-Champaign,7,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0
UIUC/associate/cv_lemus.docx,Jorge Lemus,2021,University of Illinois at Urbana-Champaign,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
UIUC/associate/cv-october-2025_forsythe.docx,Eliza Forsythe,2024,University of Illinois at Urbana-Champaign,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
UIUC/full/AlbouyCV_full.docx,David Y. Albouy,2013,University of Illinois,6,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0
UIUC/full/CV_Anil_Bera_Oct_6__2024 .docx,Anil K. Bera,1987,University of Illinois at Urbana-Champaign,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,5,1
UIUC/full/CV_medeiros.docx,Marcelo C. Medeiros,2008,Pontifical Catholic University of Rio de Janeiro,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
UIUC/full/CV_JihyungLee-1-22-2025_detailed.docx,Ji Hyung Lee,2024,University of Illinois,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
UIUC/full/CynthiaWu_CV.docx,Jing Cynthia Wu,2011,University of Chicago Booth School of Business,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,1,0,3,0
UIUC/full/Perry_CVforweb.docx,M.K. Perry,1989,Rutgers University at New Brunswick,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
UIUC/full/Stefan Krasa_cv.docx,,1995,University of Illinois at Urbana-Champaign,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UIUC/full/bernhardt_cv.docx,Dan Bernhardt,1991,Queen's University,5,0,5,1,3,1,0,0,0,0,0,2,0,0,0,2,5,2,1,6,1,4,0,0
UIUC/full/crealCV_2024.docx,Drew Creal,2013,The University of Chicago,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,6,0
UNC ChapelHill/associate/CV_babii.docx,Andrii Babii,2023,University of North Carolina at Chapel Hill,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
UNC ChapelHill/associate/Kedagni-cv.docx,Désiré Kédagni,2025,University of North Carolina at Chapel Hill,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
UNC ChapelHill/associate/Rabinovich CV 2025.docx,Stanislav Rabinovich,2023,University of North Carolina - Chapel Hill,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0
UNC ChapelHill/full/Anusha Chari CV_latest2025.docx,Anusha Chari,2008,University of North Carolina at Chapel Hill,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
UNC ChapelHill/associate/Valentin Verdier - CV.docx,Valentin Verdier,2022,University of North Carolina - Chapel Hill,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
UNC ChapelHill/associate/cv_tian.docx,Can Tian,2025,University of North Carolina at Chapel Hill,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
UNC ChapelHill/full/BIGLAISER CV Jun 2025.docx,Gary Biglaiser,1994,University of North Carolina-Chapel Hill,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,8,0,1,0,0
UNC ChapelHill/full/CV_Flabbi_10_2025.docx,Luca Flabbi,2017,University of North Carolina at Chapel Hill,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,3,0
UNC ChapelHill/full/CV-gilleskie-10-2025.docx,Donna B. Gilleskie,2001,University of North Carolina at Chapel Hill,7,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0
UNC ChapelHill/full/CVYates.docx,Andrew J. Yates,,,,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0
UNC ChapelHill/full/CV_Fruehwirth_UNC.docx,Jane Cooley Fruehwirth,2014,University of Cambridge,8,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0
UNC ChapelHill/full/CV_LutzHendricks.docx,Lutz Hendricks,2003,Iowa State University,7,1,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1
UNC ChapelHill/full/GhyselsVitaSep2025.docx,Eric Ghysels,,,,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,2,0,22,0
UNC ChapelHill/full/McManus-CV-July-2019.docx,Brian McManus,2012,University of North Carolina,10,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0
UNC ChapelHill/full/cv_JBHILL1.docx,Jonathan B. Hill,2012,University of North Carolina-Chapel Hill,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
UNC ChapelHill/full/cv_fei.docx,Fei Li,2024,University of North Carolina Chapel Hill,11,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,4,0,0,2,0,0,0,0
UNC ChapelHill/full/jonathan_williams_cv.docx,Jonathan W. Williams,2017,University of North Carolina – Chapel Hill,8,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
UNC ChapelHill/full/vita-Neville-08-2021.docx,Neville Francis,2010,"University of North Carolina, Chapel Hill",9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
UNC ChapelHill/full/cv_hansen.docx,Peter Reinhard Hansen,2011,European University Institute,11,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
USC/associate/vita_Bassi.docx,Vittorio Bassi,,,,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USC/associate/CV_nikzad.docx,Afshin Nikzad,,,,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
USC/full/CV Kurlat 2025.docx,Pablo Kurlat,2019,University of Southern California,9,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
USC/full/CVOliva.docx,Paulina Oliva,2016,"University of California, Irvine",7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
USC/full/CV_moon.docx,Hyungsik Roger Moon,2004,University of Southern California,6,0,0,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,11,0
USC/full/Guofu Tan-CV-CRA-0326-2017.docx,Guofu Tan,1996,University of British Columbia,6,0,2,2,2,0,0,0,0,0,3,0,0,0,0,2,3,0,0,2,0,0,0,1
USC/full/Matthew E. Kahn Vita.docx,Matthew E. Kahn,2000,Tufts University,7,2,3,0,0,0,0,2,1,2,0,0,0,1,0,0,0,1,0,1,0,3,0,0
USC/full/Magill_CV_01_2017.docx,Michael Magill,1976,Indiana University,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0
USC/full/cv_armstrong.docx,Timothy B. Armstrong,2018,Yale University,6,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0
USC/full/cv_carrillo.docx,Juan D. Carrillo,2003,University of Southern California,7,0,1,0,2,1,0,0,0,0,0,1,1,0,2,0,3,0,0,1,0,1,0,0
USC/full/cv_lambert.docx,Nicolas S. Lambert,2022,University of Southern California,12,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
USC/full/strauss.docx,John Strauss,1987,Yale University,6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9
USC/full/romainranciere.docx,Romain Rancière,2009,Paris School of Economics,6,1,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,3,0,0,1
USC/full/vita_Betts.docx,Caroline Marie Betts,2000,University of Southern California,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
USC/full/vita_Brocas.docx,Isabelle Brocas,,,,0,3,0,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,1,0,0
USC/full/vita_chaney.docx,Thomas Chaney,2012,Toulouse School of Economics,7,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
USC/full/vita_dekle.docx,Robert Dekle,2000,University of Southern California,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
USC/full/vita_Hsiao.docx,Cheng Hsiao,1985,University of Southern California,13,0,0,3,2,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,23,0
USC/full/vita_ridder.docx,Geert Ridder,1987,University of Groningen,0,0,1,5,2,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,8,0
USC/full/vita_giorgio.docx,Giorgio Coricelli,2013,University of Southern California,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vanderbilt/associate/BeachCV.docx,Brian Beach,2023,Vanderbilt University,8,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vanderbilt/associate/CVwebcopy_mar25.docx,Analisa Packham,2024,Vanderbilt University,8,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0
Vanderbilt/associate/MoroCV.docx,Andrea Moro,2008,Vanderbilt University,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,0
Vanderbilt/associate/RodrigueCVweb.docx,Joel Rodrigue,2017,Vanderbilt University,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,1
Vanderbilt/associate/marcus_michelle_cv2024aug-1.docx,Michelle Marcus,2024,Vanderbilt University,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vanderbilt/full/Bond cv 1 25.docx,Eric W. Bond,,,,0,4,0,1,2,0,0,0,0,0,2,0,3,2,3,3,0,0,2,9,3,0,1
Vanderbilt/full/CV_June_2023.docx,William J. Collins,2004,Vanderbilt University,6,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanderbilt/full/Christopher-S-Carpenter-cv-2024-08-11.docx,Christopher Carpenter,2013,Vanderbilt University,11,0,1,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Vanderbilt/full/J-P-Conley-CV-2024-04-23.docx,John P. Conley,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1
Vanderbilt/full/HuffmanCV.docx,Gregory W. Huffman,1989,University of Western Ontario,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0
Vanderbilt/full/Kevin-Huang_CV_2023-3.docx,Kevin X.D. Huang,2006,Vanderbilt University,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,2,0,0,0
Vanderbilt/full/RousseauCV.docx,Peter L. Rousseau,2002,Vanderbilt University,7,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1
Vanderbilt/full/SaggiKCV-1.docx,Kamal Saggi,2001,Southern Methodist University,6,0,0,0,0,0,0,1,0,0,0,2,0,0,2,3,0,0,0,0,10,0,0,5
Vanderbilt/full/SasakiCV.docx,Yuya Sasaki,2017,Vanderbilt University,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,14,0
Vanderbilt/full/cv-25-07.docx,Myrna Wooders,1981,University of Toronto,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,2,0,0
Vanderbilt/full/Viscusi_CV_biblio_021725.docx,W. Kip Viscusi,1979,Northwestern University,4,1,6,1,0,2,0,0,0,0,0,0,0,6,1,3,0,1,0,2,0,1,0,0
Vanderbilt/full/cv.docx,Atsushi Inoue,,,,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1,0,1,0,18,0
Vanderbilt/full/cv_2024_03_polborn.docx,Mattias K. Polborn,2007,"University of Illinois, Urbana-Champaign",9,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0,0
Vanderbilt/full/vita0425.docx,Tong Li,2003,Indiana University,6,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,2,0,0,14,0
Virginia/associate/2023-CV-Nekipelov.docx,Denis Nekipelov,2014,University of Virginia,6,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0
Virginia/associate/CV_Farmer.docx,Leland Edward Farmer,2024,University of Virginia,7,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Virginia/associate/Carter-Doyle_CV_Aug2020.docx,Carter Arnold Doyle,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia/associate/MacKay CV.docx,Alexander J. MacKay,2024,University of Virginia,8,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Virginia/associate/Troyan_CV.docx,Peter G. Troyan,2020,University of Virginia,6,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0
Virginia/associate/cv_colmer.docx,Jonathan Colmer,2024,University of Virginia,8,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia/full/Curriculum-Vitae-Elzinga.docx,Kenneth G. Elzinga,1971,University of Virginia,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Virginia/full/CV_Sekhri.docx,Sheetal Sekhri,2015,University of Virginia,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Virginia/full/CV-Korinek.docx,Anton Korinek,2018,University of Virginia,11,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0
Virginia/full/Eric-Leeper_CV_Jul-2018.docx,Eric M. Leeper,1999,Indiana University,10,0,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,1,1,0
Virginia/full/Fostel_CV_01_2023.docx,Ana Fostel,2012,George Washington University,7,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
Virginia/full/Friedberg L CV 2022-02.docx,Leora Friedberg,2007,University of Virginia,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Virginia/full/HarriganCV.docx,James Harrigan,2008,University of Virginia,17,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,7,0,0,0
Virginia/full/John-Mclaren_CV_2017.docx,John McLaren,1998,Columbia University,6,1,2,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,5,1,0,0
Virginia/full/Lee Coppock CV February 2025.docx,Lee A. Coppock,2009,University of Virginia,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia/full/Lockwood_CV.docx,Lee M. Lockwood,2020,University of Virginia,10,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia/full/Maxim-Engers_CV_2023.docx,Maxim Peter Engers,2001,University of Virginia,17,0,2,3,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Virginia/full/Simon_Anderson_CV_2024.docx,Simon Peter Anderson,1992,University of Virginia,7,0,1,1,2,1,0,0,1,0,0,2,0,0,2,6,5,0,0,6,1,3,0,0
Virginia/full/Turner-CV-2023.docx,Sarah E. Turner,2008,University of Virginia,10,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,3,1,0
Virginia/full/ciliberto2025.docx,Federico Ciliberto,2011,University of Virginia,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0
Virginia/full/cosar_cv.docx,A. Kerem Coşar,2016,University of Virginia,6,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1
Virginia/full/holtvita_2025_december.docx,Charles A. Holt,1989,University of Virginia,12,0,9,0,0,3,0,0,1,0,0,3,0,0,1,1,1,0,0,2,0,1,0,0
Virginia/full/miller_cv_sept2025.docx,Amalia Rebecca Miller,2010,University of Virginia,6,0,0,0,1,1,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
Virginia/full/cv_wincoop.docx,Eric van Wincoop,1996,Boston University,7,0,6,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,6,0,16,0,0,0
Virginia/full/sandipcv.docx,Sandip Sukhtankar,2016,University of Virginia,7,0,2,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
Virginia/full/vita_young.docx,Eric R. Young,,,,0,0,1,1,0,3,0,1,0,1,0,0,0,1,1,2,0,7,0,2,0,0,0
Virginia Tech/associate/CV_Adam_Dominiak_November_2021.docx,Adam Dominiak,2017,Virginia Tech,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Virginia Tech/associate/Cothren_2018_CV.docx,Richard Cothren,1990,Virginia Polytechnic Institute and State University,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Virginia Tech/associate/tsang_cv_short.docx,Kwok Ping Tsang,2014,Virginia Tech,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Virginia Tech/associate/cv.docx,Alec Smith,2023,Virginia Tech,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
