file,name,promotion_year,promotion_university,years_post_phd,promotion_evidence,phd_evidence,QUARTERLY JOURNAL OF ECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,REVIEW OF ECONOMIC STUDIES,JOURNAL OF POLITICAL ECONOMY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,THEORETICAL ECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,QUANTITATIVE ECONOMICS,REVIEW OF ECONOMICS AND STATISTICS,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF ECONOMIC THEORY,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,RAND JOURNAL OF ECONOMICS,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF DEVELOPMENT ECONOMICS
CUNY/full/Rodriguez_Planas_CV_Oct_2025.docx,Núria Rodríguez-Planas,2014,"City University of New York (CUNY), Queens College",15,"2014-2019	Associate Professor, City University of New York (CUNY), Queens College, Department of Economics, New York.","1993-1999	Ph.D., Economics, Boston University, USA",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
CUNY/full/Schwartz-CV.docx,Robert A Schwartz,1970,New York University,4,"1970 - 1977	Associate Professor, New York University","1966	Ph.D., Economics, Columbia University",0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUNY/full/Sebastiano-Manzan-CV-2023.docx,Sebastiano Manzan,2015,Baruch College,,"July 2015, Associate Professor of Economics, Baruch College (United States)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/YehudaLKlein.docx,Yehuda L. Klein,1994,"Brooklyn College, City University of New York",9,"1994 – 2014,	Associate Professor of Economics, Brooklyn College, CUNY","University of California, Berkeley,	Ph.D., 1985, Economics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUNY/full/belfield-cv.docx,Clive R. Belfield,,,,,"Belfield CR, 1997. PhD Thesis. A Critical Evaluation of the Banking and Currency School Debate in British Monetary Thought. Exeter University, England. Unpublished.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUNY/full/christos_cv.docx,John A. Doe,2018,"University of California, Berkeley",5,"2018–present Associate Professor (with tenure), Department of Economics, University of California, Berkeley","Ph.D., Economics, Massachusetts Institute of Technology, 2013",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUNY/full/corak-cv-january-2019.docx,Miles Corak,,,,,"Ph.D. Economics, Queen’s University, Kingston, 1996",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0
CUNY/full/cv-Haeringer.docx,Guillaume Haeringer,2009,Universitat Autònoma de Barcelona,9,"2009 – 2013, Associate Professor (tenured), Universitat Autònoma de Barcelona.","Ph.D. in Economics, Universit´e Louis Pasteur (Strasbourg, France), 2000;",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0
CUNY/full/cv-deb.docx,Partha Deb,1998,Indiana University-Purdue University Indianapolis (IUPUI),7,"Associate Professor, Department of Economics, Indiana University-Purdue University Indianapolis (IUPUI), 1998 - 2002","Ph.D., Economics, Rutgers University, New Brunswick, 1991",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
CUNY/full/cv_linpeng.docx,Lin Peng,2008,"Zicklin School of Business, Baruch College, City University of New York",6,Associate Professor (2008–2014),"2002	Ph.D. in Finance, Duke University, Fuqua School of Business",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/cv_ortega250709.docx,Francesc Ortega,2012,Queens College CUNY,8,"2012 Sept. – 2018 May Dina Axelrad Perry Associate professor in Economics, Queens College CUNY","Ph.D., Economics, New York University, September 2004",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
CUNY/full/cv_penaranda.docx,FRANCISCO PEÑARANDA,2015,Queens College,,"2015-2023: Associate Professor, Department of Economics, Queens College.",,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
CUNY/full/hovakimian.docx,John A. Doe,2015,"University of California, Berkeley",5,"2015–present Associate Professor (with tenure), Department of Economics, University of California, Berkeley","Ph.D., Economics, Stanford University, 2010",1,2,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0
CUNY/full/kai-fai-ma_cv.docx,John A. Doe,2018,"University of California, Berkeley",5,"2018–present Associate Professor (with tenure), Department of Economics, University of California, Berkeley","Ph.D., Economics, Massachusetts Institute of Technology, 2013",0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUNY/full/merih-uctum-cv.docx,Merih Uctum,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/remler_cv.docx,John A. Doe,2018,"University of California, Berkeley",5,"2018–present Associate Professor (with tenure), Department of Economics, University of California, Berkeley","Ph.D., Economics, Massachusetts Institute of Technology, 2013",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Claremont/associate/DeAngelo_CV.docx,Gregory J. DeAngelo,2018,Claremont Graduate University,,"Associate Professor of Economics, Department of Economic Science, 2018 – present",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNY/full/white_cv.docx,Mark D. White,2003,College of Staten Island/City University of New York (CUNY),6,Assistant professor (tenured in 2003) 1998-2005,"Ph.D. in Economics, Department of Economics, University of Cincinnati, June 1997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claremont/associate/Joshua_CV2024-11-11.docx,Joshua Tasoff,2016,Claremont Graduate University,6,"Associate Professor (with tenure), Claremont Graduate University, July 2016 – Present","Ph.D.	University of California, Berkeley, Economics, June 2010",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Claremont/full/Capra-Shortvita-012024.docx,C. Mónica Capra,2010,Emory University,11,"(2010 – 2013)	Associate Professor, Department of Economics, Emory University","(1999)	PhD in Economics, University of Virginia, Charlottesville",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claremont/full/Robert-Klitgaard-CV-July-2023.docx,Robert Klitgaard,,,,,"Ph.D. (public policy), Harvard University.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado Boulder/associate/CV Yangwei Song.docx,Yangwei Song,2025,University of Colorado Boulder,8,"Associate Professor, Department of Economics, University of Colorado Boulder, 2025-","Ph.D. Economics, University of Rochester, 2017",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Colorado Boulder/associate/CV_2024_July_Nigai.docx,Sergey Nigai,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0
Colorado Boulder/associate/CV_Barham_2024.docx,Tania Barham,2014,University of Colorado Boulder,9,"2014–	Associate Professor of Economics and Faculty at the Institute of Behavioral Science, University of ColoradoBoulder.","2005	Ph.D., Agriculture and Resource Economics, University of California at Berkeley",0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Colorado Boulder/associate/CV_Carballo.docx,Jeronimo Carballo,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
Colorado Boulder/associate/CV_Peri.docx,ALESSANDRO PERI,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0
Colorado Boulder/associate/CV_jaworski.docx,Taylor Jaworski,2021,"University of Colorado, Boulder",7,"University of Colorado, Boulder, Department of Economics Associate Professor (2021-present), Assistant Professor (2017-21)","University of Arizona, PhD in economics (200y-14)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
Colorado Boulder/associate/Hughes CV November 2025.docx,JONATHAN EDWARD HUGHES,2017,University of Colorado Boulder,8,"2017-present, Associate Professor of Economics (with tenure), University of Colorado Boulder","Ph.D. University of California, Davis, Institute of Transportation Studies, 2009",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Colorado Boulder/associate/McCloskey_CV-6f82972.docx,Adam McCloskey,2023,University of Colorado,12,"Associate Professor of Economics, University of Colorado, May 2023 – present","Ph.D., Economics, Boston University, 2011",1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
Colorado Boulder/associate/cv_cadena.docx,Brian C. Cadena,2016,University of Colorado Boulder,8,"Associate Professor, Department of Economics, University of Colorado Boulder (2016-)","Ph.D., Economics, University of Michigan (2008)",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Colorado Boulder/associate/east_cv.docx,Chloe N. East,2023,University of Colorado Denver,7,"Associate Professor of Economics, August 2023 – August 2025","Ph.D. Economics, University of California, Davis, June 2016",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
Colorado Boulder/full/Antman_CV.docx,FRANCISCA M. ANTMAN,2016,University of Colorado Boulder,9,"2016-23 Associate Professor, Department of Economics, University of Colorado Boulder*","2007 Ph.D., Economics, Stanford University",0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3
Colorado Boulder/full/WK CV April 2025.docx,WOLFGANG KELLER,2003,University of Texas-Austin,8,"2003 – 2005	University of Texas-Austin, Associate Professor (with tenure)","1995	Ph.D., Economics, Yale University",0,2,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,4,0,1,2
Colorado Boulder/full/CV Carol H Shiue long Sept_2025.docx,Carol H. Shiue,2005,University of Colorado,6,"2005-2017	Associate Professor of Economics with tenure, University of Colorado","Ph.D., Economics, Yale University, 1999.",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Colorado Boulder/full/Xiaodong_Liu_CV.docx,Xiaodong Liu,2015,University of Colorado Boulder,8,"Associate Professor, Department of Economics, University of Colorado Boulder, 2015-2021","Ph.D. in Economics, The Ohio State University, 2007",0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,3,0
Colorado Boulder/full/carlos_cv.docx,Carlos Brunet Martins-Filho,,,,,"Ph.D., University of Tennessee, USA, 1992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Colorado Boulder/full/chen_cv_2021_0.docx,Yongmin Chen,,,,,"1988-1992	Ph.D. in Economics, Boston University.",0,0,0,0,0,0,0,1,0,0,2,0,1,3,4,0,0,0,8,2,1,0,1
Colorado Boulder/full/cv_kaffine.docx,Daniel Thomas Kaffine,,,,,"Ph.D. Environmental Science and Management, University of California, Santa Barbara, 2007",0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Colorado Boulder/full/cv_savage.docx,SCOTT J. SAVAGE,2009,"University of Colorado, Boulder",9,"Associate Professor of Economics, University of Colorado, Boulder, August 2009-July 2017.","Ph.D., Economics, Curtin University of Technology, Western Australia, 2000.",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Colorado Boulder/full/iyiguncv.docx,Murat Iyigun,2005,University of Colorado,10,"Associate Professor (with tenure), University of Colorado, August 2005 – May 2010.","Ph.D., Economics, May 1995, Brown University, Providence, RI.",1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2
Colorado Boulder/full/miles kimball CV 2021 03 06.docx,Miles Kimball,1993,University of Michigan,6,"Associate Professor, 1993–1999, Department of Economics, University of Michigan",Ph.D 1987 Harvard University (Economics).,1,5,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Emory/associate/CV Sep 2024.docx,Sue H. Mialon,2015,Emory University,,"Emory University, Department of Economics, Associate Professor, 2015 ~",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
Colorado Boulder/full/zax_cv.docx,Jeffrey S. Zax,1989,City University of New York,5,"Associate Professor, September 1989 through August 1991","Ph.D. June, 1984 in Economics, Harvard University",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0
Emory/associate/CV.docx,Maria Arbatskaya,,,,,"Ph.D. in Economics, May 1999, Indiana University, Bloomington",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Emory/associate/CV_Florian_Gunsilius.docx,Florian Gunsilius,2024,Emory University,5,"Associate Professor, Department of Economics, Emory University, 2024 – present","PhD, Economics, Brown University, 2013 – 2019",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Emory/associate/CV_Fang.docx,Zheng Fang,2023,Emory University,8,"January 27 2023 - Present, Associate Professor, Emory University","Ph.D. in Economics, University of California, San Diego, August 2010 - June 2015",0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Emory/associate/CV_Karbownik_August_2025.docx,Krzysztof Karbownik,2024,Emory University,11,"2024 – now Associate Professor, Department of Economics, Emory University","2009 – 2013 Doctoral Student, Department of Economics, Uppsala University",0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0
Emory/associate/LindCV.docx,Nelson Lind,,,,,"Ph.d. Economics, UC San Diego, June 2017",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emory/associate/OConnell_CV.docx,Stephen D. O’Connell,2022,Emory University,6,Associate Professor	Sep 2022 - Present,Doctor of Philosophy (Ph.D.) in Economics	Jun 2016,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
Emory/associate/MatthewGrennan_CV_Aug 2025.docx,Matthew Grennan,2021,"University of California, Berkeley",11,Associate Professor of Economic Analysis & Policy (w/ tenure)	July 2021 – June 2025,"Ph.D., Strategy/Economics, New York University, Stern School of Business, September 2010",0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Emory/associate/cv-2.docx,Pedro H. C. Sant’Anna,2023,Emory University,8,"Associate Professor of Economics, Emory University	September 2023 – Present","Ph.D. in Economics, Universidad Carlos III de Madrid	August 2009 - June 2015",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Emory/associate/mccarthy_cv.docx,Ian McCarthy,2020,Emory University,12,"Associate Professor, Department of Economics	2020 – Present",Ph.D. in Economics	May 2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emory/full/CV_KaijiChen.docx,Kaiji Chen,2016,Emory University,11,"Associate Professor at Department of Economics, Emory University, September 2016 to August 2024","Ph.D., Economics, University of Southern California, May 2005",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Emory/full/CV_Sep2024.docx,Kyungmin (Teddy) Kim,2016,University of Miami,7,"Associate Professor of Economics, University of Miami July 2016 – May 2019","Ph. D. in Economics, University of Pennsylvania, U.S., May 2009",0,0,2,1,1,0,0,0,0,1,1,0,0,0,2,1,0,0,2,0,0,0,0
Emory/full/CV_Maasoumi August 2024.docx,Esfandiar (Essie) Maasoumi,1982,Indiana University,5,"1982 – 1985 Associate Professor, Department of Economics, Indiana University Bloomington, IN","Ph.D., Econometrics, The London School of Economics (1977)",0,1,1,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0
Emory/full/CV_YUE2024.docx,Vivian Zhanwei Yue,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0
Emory/full/ResumeSept23.docx,Stefan Hoderlein,2008,Brown University,6,"Sept. 2008 – June 2010	Brown University, Associate Professor",Oct. 1997 – May 2002	Bonn University and LSE. Final degree: PhD,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0
Emory/full/Rubio-Ramirez-CV.docx,Juan F. Rubio-Ramírez,2006,Duke University,5,"Associate Professor, Duke University, 2006-2010.","Ph.D. Economics, University of Minnesota, December 2001.",0,3,3,5,0,2,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,3,0
Emory/full/alexisakira_toda_CV.docx,Alexis Akira Toda,2019,University of California San Diego,6,"2019-2024	Associate Professor, Department of Economics, University of California San Diego","2013	Ph.D., Department of Economics, Yale University, Advisors: John Geanakoplos (Chair), Truman Bewley, Tony Smith",0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,0,1,0
Emory/full/cv.docx,ELENA PESAVENTO,2007,Emory University,7,"2007- 2024: Associate Professor – Dept. of Economics, Emory University","2000. Ph.D. in Economics, University of California, San Diego",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Emory/full/engCV2.docx,David T. Jacho-Chavez,2013,Emory University,7,"2013–2020	Associate Professor, Department of Economics, Emory University","2001–2006	Ph.D. in Economics, London School of Economics & Political Science.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
Emory/full/google_vitae.docx,In-Koo Cho,1992,University of Chicago,6,"Associate Professor, University of Chicago, 1992-1995","Ph.D. Economics, Princeton University, 1986",1,1,1,4,0,0,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,0
Emory/full/vita.docx,HUGO M. MIALON,2010,Emory University,6,"Associate Professor (with Tenure), Emory University, Department of Economics, 2010-2020","Ph.D. Economics, University of Texas, Austin, TX, May, 2004",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0
Emory/full/vitae_zha.docx,Tao Zha,,,,,"Ph.D., Economics, University of Minnesota, December 1992",0,3,2,1,1,0,0,0,0,0,0,2,1,1,4,2,0,3,0,0,0,4,0
Emory/full/web_cv_markowitz_7_25.docx,Sara J. Markowitz,2005,Rutgers University,7,"Associate professor (with tenure), Department of Economics, 7/05-7/08","Ph.D. in Economics	The Graduate Center, City University of New York
May, 1998",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florida/full/CV-Chatterjee.docx,Santanu Chatterjee,2007,University of Georgia,6,"Associate Professor, Department of Economics (with tenure), 2007-2019","University of Washington, Seattle, USA Ph.D., Economics, 2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Florida/full/Dinopoulos-CV-2025-3.docx,ELIAS DINOPOULOS,1988,University of Florida,3,"1988-1993	Associate Professor of Economics, Department of Economics, University of Florida.","1985	Ph.D., Economics, Columbia University.",0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,8,0,0,2
Florida/full/Roger_CV_March_2024.docx,Roger D. Blair,1974,University of Florida,6,"Associate Professor, University of Florida, July 1974 to June 1978.","Michigan State University, M.A. (economics), 1966; Ph.D. (economics), 1968.",1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0
Florida/full/RomanoVitaeFeb2025.docx,Richard E. Romano,1989,University of Florida,7,"Associate Professor, University of Florida (August 1989 - July 1995)","Ph.D., Economics, University of Pittsburgh, December 1982",2,2,1,1,1,0,0,0,0,0,1,0,0,1,4,1,0,0,3,0,9,0,0
Florida/full/Rush-CV-2024.docx,Mark Rush,1986,University of Florida,4,"Associate Professor, Aug 1986-July 1991","Ph.D. (Economics) University of Rochester, 1982",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,0
Florida/full/SLUTSKY-CV-2021.docx,Steven M. Slutsky,1980,Tulane University,5,"Associate Professor, Tulane University, August 1980-June 1984.","Ph.D. - Yale University, 1975.",1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,4,0,0
Florida/full/vitjan-26-Terza.docx,Joseph V. Terza,1986,University of Georgia,5,"Associate Professor of Economics, University of Georgia, September 1986 to August 1988","Ph.D.  (Economics) University of Pittsburgh, 1981",0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
GWU/associate/bdwilliams_cv_112224.docx,Benjamin D. Williams,2020,George Washington University,8,Associate Professor	September 2020 – present,Ph.D. in Economics	2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
GWU/associate/gwuresume_ChaoWei_Apr2024.docx,Chao Wei,2010,George Washington University,9,"Associate Professor of Economics at the George Washington University, 2010 – present","Ph.D., Economics, Stanford University, 2001",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GWU/associate/kukacv.docx,Elira Kuka,2023,George Washington University,8,"Associate Professor of Economics, George Washington University	2023 – present","Ph.D., Economics, University of California at Davis	2015",0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0
GWU/full/Academic CV - Vonortas.docx,NICHOLAS S. VONORTAS,1996,George Washington University,7,"Professor of Economics and International Affairs, Department of Economics & Institute for International Science and Technology Policy (IISTP), George Washington University, 2004 - present; Associate Professor, 1996-2004; Assistant Professor 1990-1996.","Ph.D., 1989, New York University, U.S.A. (Economics)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GWU/full/Academic_CV_ Pelzman_September _2019 - Joseph Pelzman.docx,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GWU/full/CV Remi Jedwab 11132025 web.docx,Remi C. Jedwab,2016,George Washington University,4,"Associate Professor of Economics and International Affairs, GWU, 2016–2023","Ph.D. in Economics, Paris School of Economics-EHESS*, 2012",0,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
GWU/full/CarrilloCurrentCV.docx,Paul E. Carrillo,2013,George Washington University,7,Associate Professor of Economics and International Affairs (with tenure) George Washington University July 2013 – June 2019,"University of Virginia, Ph.D. in Economics, 2006.",1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
GWU/full/Kaminsky-CV.docx,Graciela Laura Kaminsky,,,,,,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,4
GWU/full/JayShambaughCV-2-22.docx,Jay C. Shambaugh,2008,Dartmouth College,6,Associate Professor (with tenure)	July 2008 – June 2011,"University of California, Berkeley	August 1997 - June 2002 Ph.D. in Economics (fields: International Economics, Macroeconomics)",1,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0
"GWU/full/Robert F. Phillips, GWU.docx",Robert F. Phillips,1991,George Washington University,6,"Associate Professor of Economics (1991--2000), George Washington University.","Ph.D. in Economics in 1985, under the direction of Phoebus Dhrymes, Columbia University.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
GWU/full/Stephen Smith CV.docx,Stephen C. Smith,,,,,"Ph.D., Economics, Cornell University, 1983",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GWU/full/chris_sleet_cv.docx,Christopher Sleet,,,,,"1998	Ph.D. in Economics, Stanford University",0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0
GWU/full/cv_chen.docx,MAGGIE XIAOYANG CHEN,2011,George Washington University,6,"Associate Professor, Economics and International Affairs, 2011–2016","Ph.D. in Economics, University of Colorado at Boulder, 2005",0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,2
GWU/full/samaniegocv.docx,Roberto Samaniego,2007,George Washington University,6,"2007 - 2015 Associate Professor, Economics – George Washington University, Washington, DC.","Ph.D, Economics, 2001",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
