file,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF DEVELOPMENT ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF ECONOMIC THEORY,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,JOURNAL OF POLITICAL ECONOMY,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,QUANTITATIVE ECONOMICS,QUARTERLY JOURNAL OF ECONOMICS,RAND JOURNAL OF ECONOMICS,REVIEW OF ECONOMIC STUDIES,REVIEW OF ECONOMICS AND STATISTICS,THEORETICAL ECONOMICS,name,promotion_university,promotion_year,years_post_phd,unresolved_count,unresolved_fields,unresolved_details,needs_review
SUNY Stony Brook/associate/CV240208.docx,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,Alexis Anagnostopoulos,Stony Brook University,2015,9,0,,{},0
SUNY Stony Brook/associate/CVHBS2023.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hugo A. Benítez-Silva,State University of New York at Stony Brook,2007,7,0,,{},0
SUNY Stony Brook/associate/CV_ANAGNOSTOPOULOS.docx,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,Alexis Anagnostopoulos,Stony Brook University,2015,9,0,,{},0
SUNY Stony Brook/associate/CV_YiyiZhou.docx,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,YIYI ZHOU,Stony Brook University,2020,8,0,,{},0
SUNY Stony Brook/associate/Ting Liu - C.V..docx,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Stony Brook University,2019,11,1,name,"{""name"": ""insufficient_support""}",1
SUNY Stony Brook/full/CV Yair Tauman October_2024.docx,0,0,0,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,1,2,0,0,0,Yair Tauman,Northwestern University,1981,2,0,,{},0
SUNY Stony Brook/full/CV.docx,0,0,0,0,1,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,Juan Carlos Conesa,Universitat de Barcelona,2001,,1,years_post_phd,"{""years_post_phd"": ""tie""}",1
SUNY Stony Brook/full/CVCarceles.docx,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,Eva Carceles-Poveda,Stony Brook University,2008,7,0,,{},0
SUNY Stony Brook/full/Mihai Manea CV.docx,0,0,0,1,1,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,3,Mihai Manea,Massachusetts Institute of Technology,2014,5,0,,{},0
SUNY Stony Brook/full/Sternvita.docx,0,0,0,0,0,2,0,6,0,2,0,0,3,0,0,0,0,0,0,0,1,1,0,Steven N. Stern,University of Virginia,1990,5,0,,{},0
SUNY Stony Brook/full/cv-shmaya.docx,0,0,0,1,2,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,4,Eran Shmaya,Northwestern University,2015,8,0,,{},0
SUNY Stony Brook/full/cv_montgomery.docx,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MARK R. MONTGOMERY,"State University of New York, Stony Brook",1992,10,0,,{},0
SUNY Stony Brook/full/cvbrusco_2023.docx,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0,1,0,0,0,1,1,0,0,Sandro Brusco,Universidad Carlos III de Madrid,2000,7,0,,{},0
Southern Methodist/associate/CV_Ozerturk.docx,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Saltuk Ozerturk,Southern Methodist University,2008,7,0,,{},0
Southern Methodist/associate/OzakCVWeb.docx,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ömer Özak,Southern Methodist University,2018,7,0,,{},0
Southern Methodist/associate/Sposi-Michael-CV.docx,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,Michael Sposi,Southern Methodist University,2024,12,0,,{},0
Southern Methodist/associate/cv_hdong.docx,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HAO DONG,Southern Methodist University,2025,7,0,,{},0
Southern Methodist/associate/cvweb-osang.docx,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Thomas Osang,Southern Methodist University,2001,7,0,,{},0
Southern Methodist/associate/np_cv.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nathaniel Pattison,Southern Methodist University,2025,8,0,,{},0
Southern Methodist/full/BALKEcvDec2025.docx,0,0,0,0,0,0,1,2,0,0,0,1,0,2,1,0,0,0,0,0,0,3,0,Nathan S. Balke,Southern Methodist University,1993,7,0,,{},0
Southern Methodist/full/CV.docx,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,Bo Chen,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Southern Methodist/full/MillimetCV.docx,0,0,0,0,0,0,1,1,0,6,0,1,0,0,0,2,0,0,0,0,0,3,0,Daniel L. Millimet,Southern Methodist University,2004,5,0,,{},0
Southern Methodist/full/cvklaus.docx,0,0,1,0,3,0,3,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,Klaus Desmet,Universidad Carlos III,2005,7,0,,{},0
Southern Methodist/full/tsalmon_cv.docx,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Timothy C. Salmon,Florida State University,2006,7,0,,{},0
Southern Methodist/full/vita.docx,0,0,0,1,1,0,2,3,0,0,5,3,0,0,0,0,0,0,0,1,0,0,0,Santanu Roy,Florida International University,1998,7,0,,{},0
Syracuse/associate/BuzardCV.docx,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Kristy Buzard,Syracuse University,2018,6,0,,{},0
Syracuse/associate/CV (20).docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hugo B. Jales,Syracuse University,,,2,promotion_year; years_post_phd,"{""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Syracuse/associate/CV_Deza_september2025_Accessible.docx,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Monica Deza,Syracuse University,2023,11,0,,{},0
Syracuse/associate/CV_Shifa.docx,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Abdulaziz B. Shifa,Syracuse University,2022,9,0,,{},0
Syracuse/associate/Rothenberg_CV.docx,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alexander D. Rothenberg,Syracuse University,2024,12,0,,{},0
Syracuse/associate/Singleton-Perry.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Perry Singleton,Syracuse University,2013,6,0,,{},0
Syracuse/associate/TruskinovskyCV.docx,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yulya Truskinovsky,Syracuse University,2024,8,0,,{},0
Syracuse/associate/cv_Monarch.docx,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,Ryan Monarch,Syracuse University,2025,11,0,,{},0
Syracuse/associate/cv_aron_tobias.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Áron Dávid Tóbiás,Syracuse University,2023,7,0,,{},0
Syracuse/associate/derek-laing.docx,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,Derek Laing,Penn State University,1996,6,0,,{},0
Syracuse/full/CV_Nov2025_Mitra.docx,0,0,0,0,1,0,1,0,,0,0,,0,0,0,0,0,0,0,0,0,3,0,Devashish Mitra,Florida International University,2002,6,2,JOURNAL OF DEVELOPMENT ECONOMICS; JOURNAL OF INTERNATIONAL ECONOMICS,"{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""insufficient_support"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""insufficient_support""}",1
Syracuse/full/Lee-CV.docx,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Yoonseok Lee,Syracuse University,2013,7,0,,{},0
Syracuse/full/badi-h - baltagi.docx,0,0,0,0,0,1,0,4,1,,0,0,0,0,1,0,0,0,0,0,0,5,0,Badi H. Baltagi,University of Houston,1984,5,1,JOURNAL OF ECONOMETRICS,"{""JOURNAL OF ECONOMETRICS"": ""tie""}",1
Syracuse/full/engelhardt-cv-and-bio-january-2025.docx,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,Gary V. Engelhardt,Dartmouth College,1998,5,0,,{},0
Syracuse/full/horracecv.docx,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,William C. Horrace,Syracuse University,2002,6,0,,{},0
Syracuse/full/jan-ondrich.docx,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,Jan Ondrich,Syracuse University,1987,4,0,,{},0
Syracuse/full/jeffrey-d - kubik.docx,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,Jeffrey D. Kubik,Syracuse University,2003,6,0,,{},0
Tufts/associate/2025_laura_geecv.docx,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,Laura K. Gee,Tufts University,2019,6,0,,{},0
Tufts/associate/9a2b09_b5d1fa56598441ca8acdf78b475c1d47.docx,2,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Kyle Emerick,Tufts University,2020,6,0,,{},0
Tufts/associate/CV_AFS.docx,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,Alan Finkelstein Shapiro,Tufts University,2021,8,0,,{},0
Tufts/associate/Cicala_CV.docx,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Steve Cicala,Tufts University,2021,8,0,,{},0
Tufts/associate/Kinnanvita.docx,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Cynthia Kinnan,Tufts University,2023,13,0,,{},0
Tufts/associate/cv-drusilla-brown.docx,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Drusilla K. Brown,Tufts University,1991,7,0,,{},0
Tufts/associate/cv-edward-kutsoati.docx,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Edward Kutsoati,Tufts University,2005,6,0,,{},0
Tufts/associate/cv-thomas-downes.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Thomas Andrews Downes,Tufts University,1998,10,0,,{},0
Tufts/full/Doss CV April 2024.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cheryl R. Doss,Oxford University,2018,22,0,,{},0
Tufts/full/Douglas Gollin cv revised 1 November 2025.docx,0,0,0,0,2,0,0,0,2,0,0,0,0,2,3,0,0,0,1,0,0,0,0,Douglas Gollin,Williams College,2002,6,0,,{},0
Tufts/full/MMCV_February262025.docx,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,3,0,Margaret Stokes McMillan,Tufts University,2004,6,0,,{},0
Tufts/full/Marcelo Bianconi.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marcelo Bianconi,Tufts University,,,2,promotion_year; years_post_phd,"{""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Tufts/full/Silke_Forbes_CV.docx,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Silke J. Forbes,Case Western Reserve University,2014,11,0,,{},0
Tufts/full/SpolaoreCV_October2024.docx,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,Enrico Spolaore,Tufts University,2004,11,0,,{},0
Tufts/full/UjjayantChakravortyAcademicCV.docx,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Ujjayant Chakravorty,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Tufts/full/cv-jeffrey-zabel.docx,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Jeffrey E. Zabel,Tufts University,1996,9,0,,{},0
Tufts/full/mcinerney_cv_9_13_2023.docx,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Melissa Powell McInerney,Tufts University,2014,6,0,,{},0
Tufts/full/storeygard_cv.docx,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Adam Storeygard,Tufts University,2018,6,0,,{},0
UC Irvine/associate/CV_Choi.docx,0,0,1,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,Michael Choi,"University of California, Irvine",2022,9,0,,{},0
UC Irvine/associate/CV_YLee.docx,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Ying-Ying Lee,"University of California, Irvine",2022,9,0,,{},0
UC Irvine/associate/Jeliazkov.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ivan Jeliazkov,"University of California, Irvine",2010,7,0,,{},0
UC Irvine/associate/JiaweiChenCV.docx,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,Jiawei Chen,"University of California, Irvine",2012,7,0,,{},0
UC Irvine/associate/clark.cv_.feb_.2024.docx,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,Damon Clark,"University of California, Irvine",2016,14,0,,{},0
UC Irvine/associate/cv_Antonio.docx,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Antonio Rodriguez-Lopez,"University of California, Irvine",2015,8,0,,{},0
UC Irvine/associate/jenkins_cv.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brian C. Jenkins,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
UC Irvine/associate/vellorearthi_cv_10.20.25.docx,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vellore Arthi,"University of California, Irvine",2025,9,0,,{},0
UC Irvine/full/Branch_cv.docx,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,William A. Branch,"University of California, Irvine",2008,7,0,,{},0
UC Irvine/full/CV Mazumder latest.docx,2,2,0,0,1,0,1,0,0,0,0,0,1,0,1,4,0,1,0,0,0,1,0,Bhashkar Mazumder,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
UC Irvine/full/CV-Rocheteau.docx,0,0,1,0,3,2,2,2,0,0,,0,0,8,3,2,0,0,0,0,2,0,1,Guillaume Rocheteau,"University of California, Irvine",2008,10,1,JOURNAL OF ECONOMIC THEORY,"{""JOURNAL OF ECONOMIC THEORY"": ""insufficient_support""}",1
UC Irvine/full/CV_YingyingDong.docx,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,Yingying Dong,University of California Irvine,2016,7,0,,{},0
UC Irvine/full/Freedman_CV.docx,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,Matthew Freedman,Cornell University,2013,6,0,,{},0
UC Irvine/full/Harding CV Sept 2025.docx,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matthew Harding,Duke University,2014,7,0,,{},0
UC Irvine/full/McBrideCV-2025-04-30.docx,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Michael T. McBride,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""all_missing""}",1
UC Irvine/full/MilaniCV.docx,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fabio Milani,"University of California, Irvine",2011,5,0,,{},0
UC Irvine/full/bogart_vita_jan92026.docx,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dan Bogart,University of California-Irvine,2009,6,0,,{},0
UC Irvine/full/cv_Agrawal.docx,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,David R. Agrawal,University of Kentucky,2019,7,0,,{},0
UC Irvine/full/cv_Neumark.docx,0,1,0,0,,0,,1,1,0,0,1,,0,2,5,0,0,3,0,0,,0,David Neumark,"University of California, Irvine",,,6,AMERICAN ECONOMIC REVIEW; ECONOMIC JOURNAL; JOURNAL OF LABOR ECONOMICS; REVIEW OF ECONOMICS AND STATISTICS; promotion_year; years_post_phd,"{""AMERICAN ECONOMIC REVIEW"": ""insufficient_support"", ""ECONOMIC JOURNAL"": ""tie"", ""JOURNAL OF LABOR ECONOMICS"": ""tie"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""insufficient_support"", ""promotion_year"": ""tie"", ""years_post_phd"": ""tie""}",1
UC Irvine/full/cv_duffy.docx,0,0,0,0,4,0,1,4,0,0,4,0,0,2,0,1,0,0,0,0,2,1,0,John Duffy,University of Pittsburgh,1999,7,0,,{},0
UC Irvine/full/cv_jha_feb_2025.docx,0,0,0,0,0,0,1,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,Priyaranjan Jha,"University of California, Irvine",2004,7,0,,{},0
UC Irvine/full/skaperdasvitalatest.docx,0,0,0,0,3,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,Stergios Skaperdas,"University of California, Irvine",1996,7,0,,{},0
UC Irvine/full/vita_Swanson.docx,0,0,2,0,5,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,2,0,Eric T. Swanson,"University of California, Irvine",2014,16,0,,{},0
UC Riverside/associate/CV6_25_Bates.docx,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Michael David Bates,University of California at Riverside,2025,10,0,,{},0
UC Riverside/associate/CV_VOM.docx,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Victor Ortego-Marti,University of California Riverside,2020,8,0,,{},0
UC Riverside/associate/D. Lee - CV.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"University of California, Riverside",2023,9,1,name,"{""name"": ""all_missing""}",1
UC Riverside/associate/Nishimura_CV.docx,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,Hiroki Nishimura,University of California Riverside,2021,8,0,,{},0
UC Riverside/associate/Resume-Troiano-October-2022.docx,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Ugo Antonio Troiano,University of California,2020,7,0,,{},0
UC Riverside/associate/URMEE KHAN_CV_0523.docx,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,URMEE KHAN,"University of California, Riverside",2018,7,0,,{},0
UC Riverside/associate/cummins_cv_7-2024.docx,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joseph R. Cummins,"University of California, Riverside",2024,10,0,,{},0
UC Riverside/associate/cv_Shih.docx,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,Kevin Shih,,2023,8,1,promotion_university,"{""promotion_university"": ""insufficient_support""}",1
UC Riverside/associate/cv_Xie.docx,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yang Xie,"University of California, Riverside",2023,7,0,,{},0
UC Riverside/full/CV_DKIM_Nov_2025.docx,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Donggyu Kim,Korea Advanced Institute of Science and Technology,2021,5,0,,{},0
UC Riverside/full/Curriculum Vitae_Deolalikar.docx,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,Anil B. Deolalikar,University of Washington,1989,8,0,,{},0
UC Riverside/full/Curriculum Vitae_Gao.docx,0,0,0,0,0,0,0,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,Jang-Ting Guo,"University of California, Riverside",2000,7,0,,{},0
UC Riverside/full/Curriculum Vitae_Helfand.docx,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steven M. Helfand,"University of California, Riverside",2002,8,0,,{},0
UC Riverside/full/GloriaGonzalezRivera_CV.docx,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Gloria Gonzalez-Rivera,"University of California, Riverside",1999,8,0,,{},0
UC Riverside/full/Marcelle Chauvet - C.V.docx,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Marcelle Chauvet,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
UC Riverside/full/curriculum_vitae_Eren.docx,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,Ozkan Eren,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""tie"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
UC Riverside/full/cv_TaeHwy.docx,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,Tae-Hwy Lee,"University of California, Riverside",2000,10,0,,{},0
UC Riverside/full/xiong_cv.docx,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,4,Siyang Xiong,University of Bristol,2013,4,0,,{},0
UC SantaBarbara/associate/CV_Birchenall.docx,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Javier A. Birchenall,University of California Santa Barbara,2012,8,0,,{},0
UC SantaBarbara/associate/CV_Kyle_Meng.docx,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Kyle C. Meng,University of California at Santa Barbara,2020,7,0,,{},0
UC SantaBarbara/associate/CV_alisa.docx,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,Alisa Tazhitdinova,"University of California, Santa Barbara",2025,9,0,,{},0
UC SantaBarbara/associate/GonzaloVazquez-Bare_cv.docx,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Gonzalo Vazquez-Bare,"University of California, Santa Barbara",2025,7,0,,{},0
UC SantaBarbara/associate/Martin_CV.pdf.docx,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,Daniel Martin,Northwestern University,2018,5,0,,{},0
UC SantaBarbara/associate/MaxFarrell_CV.docx,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,Max H. Farrell,University of Chicago Booth School of Business,2018,4,0,,{},0
UC SantaBarbara/associate/benzarti_cv.docx,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,Youssef Benzarti,"University of California, Santa Barbara",2022,6,0,,{},0
UC SantaBarbara/associate/cv_Millner.docx,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,Antony Millner,"University of California, Santa Barbara",2021,11,0,,{},0
UC SantaBarbara/full/CVTedB21.docx,0,0,0,1,,2,0,0,0,0,3,0,0,0,3,,0,0,0,1,,0,0,Ted Bergstrom,,,,6,AMERICAN ECONOMIC REVIEW; JOURNAL OF PUBLIC ECONOMICS; REVIEW OF ECONOMIC STUDIES; promotion_university; promotion_year; years_post_phd,"{""AMERICAN ECONOMIC REVIEW"": ""tie"", ""JOURNAL OF PUBLIC ECONOMICS"": ""insufficient_support"", ""REVIEW OF ECONOMIC STUDIES"": ""tie"", ""promotion_university"": ""insufficient_support"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
UC SantaBarbara/full/CV_Bedard.docx,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Kelly Bedard,"University of California, Santa Barbara",2005,9,0,,{},0
UC SantaBarbara/full/CV_Hoffman.docx,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,3,0,0,1,0,Mitchell Hoffman,University of Toronto,2020,8,0,,{},0
UC SantaBarbara/full/CV_qin.docx,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Cheng-Zhong Qin,"University of California, Santa Barbara",1996,7,0,,{},0
UC SantaBarbara/full/cv2024_Esponda.docx,0,0,0,2,2,1,0,1,0,0,3,0,0,0,0,0,0,1,1,1,0,0,2,Ignacio Esponda,University of California at Santa Barbara,2017,11,0,,{},0
UC SantaBarbara/full/cv_november_2024_lundberg.docx,0,0,0,0,1,0,0,1,0,0,0,0,4,0,1,1,0,0,1,0,0,3,0,Shelly J. Lundberg,University of Washington,1989,8,0,,{},0
UC SantaBarbara/full/cv_royer.docx,4,1,0,0,2,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0,Heather N. Royer,University of California-Santa Barbara,2015,11,0,,{},0
UC SantaBarbara/full/deschenes_current_cv.docx,1,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2,0,Olivier Deschenes,"University of California, Santa Barbara",2007,6,1,AMERICAN ECONOMIC REVIEW,"{""AMERICAN ECONOMIC REVIEW"": ""insufficient_support""}",1
UC SantaBarbara/full/garratt_vita_july_2025-3.docx,0,0,0,0,1,2,0,1,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0,Rodney J. Garratt,"University of California, Santa Barbara",1997,6,0,,{},0
UC SantaBarbara/full/rupert-cv.docx,0,0,0,0,0,0,0,3,0,0,3,0,0,8,1,2,0,0,0,0,0,0,0,Peter Rupert,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
UC SantaBarbara/full/vita_Kuhn.docx,0,0,0,0,6,0,2,1,2,0,0,2,12,0,1,1,0,0,2,0,0,0,0,Peter J. Kuhn,McMaster University,1988,5,0,,{},0
